"","1","2","5-Mar","10-Jun","20-Nov","21-30","31+","value"
"269",1,0,0,0,0,0,0,1
"270",1,0,0,0,0,0,0,1
"271",1,0,0,0,0,0,0,1
"272",1,0,0,0,0,0,0,1
"273",1,0,0,0,0,0,0,1
"274",1,0,0,0,0,0,0,1
"275",1,0,0,0,0,0,0,1
"276",1,0,0,0,0,0,0,1
"277",1,0,0,0,0,0,0,1
"278",1,0,0,0,0,0,0,1
"279",1,0,0,0,0,0,0,1
"280",1,0,0,0,0,0,0,1
"281",1,0,0,0,0,0,0,1
"282",1,0,0,0,0,0,0,1
"283",1,0,0,0,0,0,0,1
"284",1,0,0,0,0,0,0,1
"285",1,0,0,0,0,0,0,1
"286",1,0,0,0,0,0,0,1
"287",1,0,0,0,0,0,0,1
"288",1,0,0,0,0,0,0,1
"289",1,0,0,0,0,0,0,1
"290",1,0,0,0,0,0,0,1
"291",1,0,0,0,0,0,0,1
"292",1,0,0,0,0,0,0,1
"293",1,0,0,0,0,0,0,1
"294",1,0,0,0,0,0,0,1
"295",1,0,0,0,0,0,0,1
"296",1,0,0,0,0,0,0,1
"297",1,0,0,0,0,0,0,1
"298",1,0,0,0,0,0,0,1
"299",1,0,0,0,0,0,0,1
"300",1,0,0,0,0,0,0,1
"301",1,0,0,0,0,0,0,1
"302",1,0,0,0,0,0,0,1
"303",1,0,0,0,0,0,0,1
"304",1,0,0,0,0,0,0,1
"305",1,0,0,0,0,0,0,1
"306",1,0,0,0,0,0,0,1
"307",1,0,0,0,0,0,0,1
"308",1,0,0,0,0,0,0,1
"309",1,0,0,0,0,0,0,1
"310",1,0,0,0,0,0,0,1
"311",1,0,0,0,0,0,0,1
"312",1,0,0,0,0,0,0,1
"313",1,0,0,0,0,0,0,1
"314",1,0,0,0,0,0,0,1
"315",1,0,0,0,0,0,0,1
"316",1,0,0,0,0,0,0,1
"317",1,0,0,0,0,0,0,1
"318",1,0,0,0,0,0,0,1
"319",1,0,0,0,0,0,0,1
"320",1,0,0,0,0,0,0,1
"321",1,0,0,0,0,0,0,1
"322",1,0,0,0,0,0,0,1
"323",1,0,0,0,0,0,0,1
"324",1,0,0,0,0,0,0,1
"325",1,0,0,0,0,0,0,1
"326",1,0,0,0,0,0,0,1
"327",1,0,0,0,0,0,0,1
"328",1,0,0,0,0,0,0,1
"329",1,0,0,0,0,0,0,1
"330",1,0,0,0,0,0,0,1
"331",1,0,0,0,0,0,0,1
"332",1,0,0,0,0,0,0,1
"333",1,0,0,0,0,0,0,1
"334",1,0,0,0,0,0,0,1
"335",1,0,0,0,0,0,0,1
"336",1,0,0,0,0,0,0,1
"337",1,0,0,0,0,0,0,1
"338",1,0,0,0,0,0,0,1
"339",1,0,0,0,0,0,0,1
"340",1,0,0,0,0,0,0,1
"341",1,0,0,0,0,0,0,1
"342",1,0,0,0,0,0,0,1
"343",1,0,0,0,0,0,0,1
"344",1,0,0,0,0,0,0,1
"345",1,0,0,0,0,0,0,1
"346",1,0,0,0,0,0,0,1
"347",1,0,0,0,0,0,0,1
"348",1,0,0,0,0,0,0,1
"349",1,0,0,0,0,0,0,1
"350",1,0,0,0,0,0,0,1
"351",1,0,0,0,0,0,0,1
"352",1,0,0,0,0,0,0,1
"353",1,0,0,0,0,0,0,1
"354",1,0,0,0,0,0,0,1
"355",1,0,0,0,0,0,0,1
"356",1,0,0,0,0,0,0,1
"357",1,0,0,0,0,0,0,1
"358",1,0,0,0,0,0,0,1
"359",1,0,0,0,0,0,0,1
"360",1,0,0,0,0,0,0,1
"361",1,0,0,0,0,0,0,1
"362",1,0,0,0,0,0,0,1
"363",1,0,0,0,0,0,0,1
"364",1,0,0,0,0,0,0,1
"365",1,0,0,0,0,0,0,1
"366",1,0,0,0,0,0,0,1
"367",1,0,0,0,0,0,0,1
"368",1,0,0,0,0,0,0,1
"369",1,0,0,0,0,0,0,1
"370",1,0,0,0,0,0,0,1
"371",1,0,0,0,0,0,0,1
"372",1,0,0,0,0,0,0,1
"373",1,0,0,0,0,0,0,1
"374",1,0,0,0,0,0,0,1
"375",1,0,0,0,0,0,0,1
"376",1,0,0,0,0,0,0,1
"377",1,0,0,0,0,0,0,1
"378",1,0,0,0,0,0,0,1
"379",1,0,0,0,0,0,0,1
"380",1,0,0,0,0,0,0,1
"381",1,0,0,0,0,0,0,1
"382",1,0,0,0,0,0,0,1
"383",1,0,0,0,0,0,0,1
"384",1,0,0,0,0,0,0,1
"385",1,0,0,0,0,0,0,1
"386",1,0,0,0,0,0,0,1
"387",1,0,0,0,0,0,0,1
"388",1,0,0,0,0,0,0,1
"389",1,0,0,0,0,0,0,1
"390",1,0,0,0,0,0,0,1
"391",1,0,0,0,0,0,0,1
"392",1,0,0,0,0,0,0,1
"393",1,0,0,0,0,0,0,1
"394",1,0,0,0,0,0,0,1
"395",1,0,0,0,0,0,0,1
"396",1,0,0,0,0,0,0,1
"397",1,0,0,0,0,0,0,1
"398",1,0,0,0,0,0,0,1
"399",1,0,0,0,0,0,0,1
"400",1,0,0,0,0,0,0,1
"401",1,0,0,0,0,0,0,1
"402",1,0,0,0,0,0,0,1
"403",1,0,0,0,0,0,0,1
"404",1,0,0,0,0,0,0,1
"405",1,0,0,0,0,0,0,1
"406",1,0,0,0,0,0,0,1
"407",1,0,0,0,0,0,0,1
"408",1,0,0,0,0,0,0,1
"409",1,0,0,0,0,0,0,1
"410",1,0,0,0,0,0,0,1
"411",1,0,0,0,0,0,0,1
"412",1,0,0,0,0,0,0,1
"413",1,0,0,0,0,0,0,1
"414",1,0,0,0,0,0,0,1
"415",1,0,0,0,0,0,0,1
"416",1,0,0,0,0,0,0,1
"417",1,0,0,0,0,0,0,1
"418",1,0,0,0,0,0,0,1
"419",1,0,0,0,0,0,0,1
"420",1,0,0,0,0,0,0,1
"421",1,0,0,0,0,0,0,1
"422",1,0,0,0,0,0,0,1
"423",1,0,0,0,0,0,0,1
"424",1,0,0,0,0,0,0,1
"425",1,0,0,0,0,0,0,1
"426",1,0,0,0,0,0,0,1
"427",1,0,0,0,0,0,0,1
"428",1,0,0,0,0,0,0,1
"429",1,0,0,0,0,0,0,1
"430",1,0,0,0,0,0,0,1
"431",1,0,0,0,0,0,0,1
"432",1,0,0,0,0,0,0,1
"433",1,0,0,0,0,0,0,1
"434",1,0,0,0,0,0,0,1
"435",1,0,0,0,0,0,0,1
"436",1,0,0,0,0,0,0,1
"437",1,0,0,0,0,0,0,1
"438",1,0,0,0,0,0,0,1
"439",1,0,0,0,0,0,0,1
"440",1,0,0,0,0,0,0,1
"441",1,0,0,0,0,0,0,1
"442",1,0,0,0,0,0,0,1
"443",1,0,0,0,0,0,0,1
"444",1,0,0,0,0,0,0,1
"445",1,0,0,0,0,0,0,1
"446",1,0,0,0,0,0,0,1
"447",1,0,0,0,0,0,0,1
"448",1,0,0,0,0,0,0,1
"449",1,0,0,0,0,0,0,1
"450",1,0,0,0,0,0,0,1
"451",1,0,0,0,0,0,0,1
"452",1,0,0,0,0,0,0,1
"453",1,0,0,0,0,0,0,1
"454",1,0,0,0,0,0,0,1
"455",1,0,0,0,0,0,0,1
"456",1,0,0,0,0,0,0,1
"457",1,0,0,0,0,0,0,1
"458",1,0,0,0,0,0,0,1
"459",1,0,0,0,0,0,0,1
"460",1,0,0,0,0,0,0,1
"461",1,0,0,0,0,0,0,1
"462",1,0,0,0,0,0,0,1
"463",1,0,0,0,0,0,0,1
"464",1,0,0,0,0,0,0,1
"465",1,0,0,0,0,0,0,1
"466",1,0,0,0,0,0,0,1
"467",1,0,0,0,0,0,0,1
"468",1,0,0,0,0,0,0,1
"469",1,0,0,0,0,0,0,1
"470",1,0,0,0,0,0,0,1
"471",1,0,0,0,0,0,0,1
"472",1,0,0,0,0,0,0,1
"473",1,0,0,0,0,0,0,1
"474",1,0,0,0,0,0,0,1
"475",1,0,0,0,0,0,0,1
"476",1,0,0,0,0,0,0,1
"477",1,0,0,0,0,0,0,1
"478",1,0,0,0,0,0,0,1
"479",1,0,0,0,0,0,0,1
"480",1,0,0,0,0,0,0,1
"481",1,0,0,0,0,0,0,1
"482",1,0,0,0,0,0,0,1
"483",1,0,0,0,0,0,0,1
"484",1,0,0,0,0,0,0,1
"485",1,0,0,0,0,0,0,1
"486",1,0,0,0,0,0,0,1
"487",1,0,0,0,0,0,0,1
"488",1,0,0,0,0,0,0,1
"489",1,0,0,0,0,0,0,1
"490",1,0,0,0,0,0,0,1
"491",1,0,0,0,0,0,0,1
"492",1,0,0,0,0,0,0,1
"493",1,0,0,0,0,0,0,1
"494",1,0,0,0,0,0,0,1
"495",1,0,0,0,0,0,0,1
"496",1,0,0,0,0,0,0,1
"497",1,0,0,0,0,0,0,1
"498",1,0,0,0,0,0,0,1
"499",1,0,0,0,0,0,0,1
"500",1,0,0,0,0,0,0,1
"501",1,0,0,0,0,0,0,1
"502",1,0,0,0,0,0,0,1
"503",1,0,0,0,0,0,0,1
"504",1,0,0,0,0,0,0,1
"505",1,0,0,0,0,0,0,1
"506",1,0,0,0,0,0,0,1
"507",1,0,0,0,0,0,0,1
"508",1,0,0,0,0,0,0,1
"509",1,0,0,0,0,0,0,1
"510",1,0,0,0,0,0,0,1
"511",1,0,0,0,0,0,0,1
"512",1,0,0,0,0,0,0,1
"513",1,0,0,0,0,0,0,1
"514",1,0,0,0,0,0,0,1
"515",1,0,0,0,0,0,0,1
"516",1,0,0,0,0,0,0,1
"517",1,0,0,0,0,0,0,1
"518",1,0,0,0,0,0,0,1
"519",1,0,0,0,0,0,0,1
"520",1,0,0,0,0,0,0,1
"521",1,0,0,0,0,0,0,1
"522",1,0,0,0,0,0,0,1
"523",1,0,0,0,0,0,0,1
"524",1,0,0,0,0,0,0,1
"525",1,0,0,0,0,0,0,1
"526",1,0,0,0,0,0,0,1
"527",1,0,0,0,0,0,0,1
"528",1,0,0,0,0,0,0,1
"529",1,0,0,0,0,0,0,1
"530",1,0,0,0,0,0,0,1
"531",1,0,0,0,0,0,0,1
"532",1,0,0,0,0,0,0,1
"533",1,0,0,0,0,0,0,1
"534",1,0,0,0,0,0,0,1
"535",1,0,0,0,0,0,0,1
"536",1,0,0,0,0,0,0,1
"537",1,0,0,0,0,0,0,1
"538",1,0,0,0,0,0,0,1
"539",1,0,0,0,0,0,0,1
"540",0,1,0,0,0,0,0,2
"541",0,1,0,0,0,0,0,2
"542",0,1,0,0,0,0,0,2
"543",0,1,0,0,0,0,0,2
"544",0,1,0,0,0,0,0,2
"545",0,1,0,0,0,0,0,2
"546",0,1,0,0,0,0,0,2
"547",0,1,0,0,0,0,0,2
"548",0,1,0,0,0,0,0,2
"549",0,1,0,0,0,0,0,2
"550",0,1,0,0,0,0,0,2
"551",0,1,0,0,0,0,0,2
"552",0,1,0,0,0,0,0,2
"553",0,1,0,0,0,0,0,2
"554",0,1,0,0,0,0,0,2
"555",0,1,0,0,0,0,0,2
"556",0,1,0,0,0,0,0,2
"557",0,1,0,0,0,0,0,2
"558",0,1,0,0,0,0,0,2
"559",0,1,0,0,0,0,0,2
"560",0,1,0,0,0,0,0,2
"561",0,1,0,0,0,0,0,2
"562",0,1,0,0,0,0,0,2
"563",0,1,0,0,0,0,0,2
"564",0,1,0,0,0,0,0,2
"565",0,1,0,0,0,0,0,2
"566",0,1,0,0,0,0,0,2
"567",0,1,0,0,0,0,0,2
"568",0,1,0,0,0,0,0,2
"569",0,1,0,0,0,0,0,2
"570",0,1,0,0,0,0,0,2
"571",0,1,0,0,0,0,0,2
"572",0,1,0,0,0,0,0,2
"573",0,1,0,0,0,0,0,2
"574",0,1,0,0,0,0,0,2
"575",0,1,0,0,0,0,0,2
"576",0,1,0,0,0,0,0,2
"577",0,1,0,0,0,0,0,2
"578",0,1,0,0,0,0,0,2
"579",0,1,0,0,0,0,0,2
"580",0,1,0,0,0,0,0,2
"581",0,1,0,0,0,0,0,2
"582",0,1,0,0,0,0,0,2
"583",0,1,0,0,0,0,0,2
"584",0,1,0,0,0,0,0,2
"585",0,1,0,0,0,0,0,2
"586",0,1,0,0,0,0,0,2
"587",0,1,0,0,0,0,0,2
"588",0,1,0,0,0,0,0,2
"589",0,1,0,0,0,0,0,2
"590",0,1,0,0,0,0,0,2
"591",0,1,0,0,0,0,0,2
"592",0,1,0,0,0,0,0,2
"593",0,1,0,0,0,0,0,2
"594",0,1,0,0,0,0,0,2
"595",0,1,0,0,0,0,0,2
"596",0,1,0,0,0,0,0,2
"597",0,1,0,0,0,0,0,2
"598",0,1,0,0,0,0,0,2
"599",0,1,0,0,0,0,0,2
"600",0,1,0,0,0,0,0,2
"601",0,1,0,0,0,0,0,2
"602",0,1,0,0,0,0,0,2
"603",0,1,0,0,0,0,0,2
"604",0,1,0,0,0,0,0,2
"605",0,1,0,0,0,0,0,2
"606",0,1,0,0,0,0,0,2
"607",0,1,0,0,0,0,0,2
"608",0,1,0,0,0,0,0,2
"609",0,1,0,0,0,0,0,2
"610",0,1,0,0,0,0,0,2
"611",0,1,0,0,0,0,0,2
"612",0,1,0,0,0,0,0,2
"613",0,1,0,0,0,0,0,2
"614",0,1,0,0,0,0,0,2
"615",0,1,0,0,0,0,0,2
"616",0,1,0,0,0,0,0,2
"617",0,1,0,0,0,0,0,2
"618",0,1,0,0,0,0,0,2
"619",0,1,0,0,0,0,0,2
"620",0,1,0,0,0,0,0,2
"621",0,1,0,0,0,0,0,2
"622",0,1,0,0,0,0,0,2
"623",0,1,0,0,0,0,0,2
"624",0,1,0,0,0,0,0,2
"625",0,1,0,0,0,0,0,2
"626",0,1,0,0,0,0,0,2
"627",0,1,0,0,0,0,0,2
"628",0,1,0,0,0,0,0,2
"629",0,1,0,0,0,0,0,2
"630",0,1,0,0,0,0,0,2
"631",0,1,0,0,0,0,0,2
"632",0,1,0,0,0,0,0,2
"633",0,1,0,0,0,0,0,2
"634",0,1,0,0,0,0,0,2
"635",0,1,0,0,0,0,0,2
"636",0,1,0,0,0,0,0,2
"637",0,1,0,0,0,0,0,2
"638",0,1,0,0,0,0,0,2
"639",0,1,0,0,0,0,0,2
"640",0,1,0,0,0,0,0,2
"641",0,1,0,0,0,0,0,2
"642",0,1,0,0,0,0,0,2
"643",0,1,0,0,0,0,0,2
"644",0,1,0,0,0,0,0,2
"645",0,1,0,0,0,0,0,2
"646",0,1,0,0,0,0,0,2
"647",0,1,0,0,0,0,0,2
"648",0,1,0,0,0,0,0,2
"649",0,1,0,0,0,0,0,2
"650",0,1,0,0,0,0,0,2
"651",0,1,0,0,0,0,0,2
"652",0,1,0,0,0,0,0,2
"653",0,1,0,0,0,0,0,2
"654",0,1,0,0,0,0,0,2
"655",0,1,0,0,0,0,0,2
"656",0,1,0,0,0,0,0,2
"657",0,1,0,0,0,0,0,2
"658",0,1,0,0,0,0,0,2
"659",0,1,0,0,0,0,0,2
"660",0,1,0,0,0,0,0,2
"661",0,1,0,0,0,0,0,2
"662",0,1,0,0,0,0,0,2
"663",0,1,0,0,0,0,0,2
"664",0,1,0,0,0,0,0,2
"665",0,1,0,0,0,0,0,2
"666",0,1,0,0,0,0,0,2
"667",0,1,0,0,0,0,0,2
"668",0,1,0,0,0,0,0,2
"669",0,1,0,0,0,0,0,2
"670",0,1,0,0,0,0,0,2
"671",0,1,0,0,0,0,0,2
"672",0,1,0,0,0,0,0,2
"673",0,1,0,0,0,0,0,2
"674",0,1,0,0,0,0,0,2
"675",0,1,0,0,0,0,0,2
"676",0,1,0,0,0,0,0,2
"677",0,1,0,0,0,0,0,2
"678",0,1,0,0,0,0,0,2
"679",0,1,0,0,0,0,0,2
"680",0,1,0,0,0,0,0,2
"681",0,1,0,0,0,0,0,2
"682",0,1,0,0,0,0,0,2
"683",0,1,0,0,0,0,0,2
"684",0,1,0,0,0,0,0,2
"685",0,1,0,0,0,0,0,2
"686",0,1,0,0,0,0,0,2
"687",0,1,0,0,0,0,0,2
"688",0,1,0,0,0,0,0,2
"689",0,1,0,0,0,0,0,2
"690",0,1,0,0,0,0,0,2
"691",0,1,0,0,0,0,0,2
"692",0,1,0,0,0,0,0,2
"693",0,1,0,0,0,0,0,2
"694",0,1,0,0,0,0,0,2
"695",0,1,0,0,0,0,0,2
"696",0,1,0,0,0,0,0,2
"697",0,1,0,0,0,0,0,2
"698",0,1,0,0,0,0,0,2
"699",0,1,0,0,0,0,0,2
"700",0,1,0,0,0,0,0,2
"701",0,1,0,0,0,0,0,2
"702",0,1,0,0,0,0,0,2
"703",0,1,0,0,0,0,0,2
"704",0,1,0,0,0,0,0,2
"705",0,1,0,0,0,0,0,2
"706",0,1,0,0,0,0,0,2
"707",0,1,0,0,0,0,0,2
"708",0,1,0,0,0,0,0,2
"709",0,1,0,0,0,0,0,2
"710",0,1,0,0,0,0,0,2
"711",0,1,0,0,0,0,0,2
"712",0,1,0,0,0,0,0,2
"713",0,1,0,0,0,0,0,2
"714",0,1,0,0,0,0,0,2
"715",0,1,0,0,0,0,0,2
"716",0,1,0,0,0,0,0,2
"717",0,1,0,0,0,0,0,2
"718",0,1,0,0,0,0,0,2
"719",0,1,0,0,0,0,0,2
"720",0,1,0,0,0,0,0,2
"721",0,1,0,0,0,0,0,2
"722",0,1,0,0,0,0,0,2
"723",0,1,0,0,0,0,0,2
"724",0,1,0,0,0,0,0,2
"725",0,1,0,0,0,0,0,2
"726",0,1,0,0,0,0,0,2
"727",0,1,0,0,0,0,0,2
"728",0,1,0,0,0,0,0,2
"729",0,1,0,0,0,0,0,2
"730",0,1,0,0,0,0,0,2
"731",0,1,0,0,0,0,0,2
"732",0,1,0,0,0,0,0,2
"733",0,1,0,0,0,0,0,2
